Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
1,21-Nov-15,1400,Motorway,Dry,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Female,24,Car
2,21-Nov-15,1510,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,36,Car
2,21-Nov-15,1510,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,71,Car
2,21-Nov-15,1510,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,66,Car
1,21-Nov-15,1538,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car
1,21-Nov-15,1650,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,14,Motorcycle over 50cc and up to 125cc
1,21-Nov-15,1650,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,18,Motorcycle over 50cc and up to 125cc
3,21-Nov-15,1710,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,11,Car
3,21-Nov-15,2000,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,51,Car
2,22-Nov-15,24,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,34,Car
2,22-Nov-15,24,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,Car
3,22-Nov-15,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,18,Car
2,22-Nov-15,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,28,Car
1,23-Nov-15,701,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,23,Car
2,23-Nov-15,1620,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,33,Car
2,23-Nov-15,1620,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,14,Car
2,23-Nov-15,1828,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,55,Taxi/Private hire car
1,23-Nov-15,1900,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,56,Car
2,23-Nov-15,1920,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,27,Pedal cycle
2,24-Nov-15,525,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Serious,Male,47,Pedal cycle
2,24-Nov-15,648,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,24,Car
3,24-Nov-15,839,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,53,Goods vehicle 3.5 tonnes mgw and under
3,24-Nov-15,839,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,54,Goods vehicle 3.5 tonnes mgw and under
2,24-Nov-15,930,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,24,Car
2,24-Nov-15,1015,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,37,Car
2,24-Nov-15,1158,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,36,Pedal cycle
2,24-Nov-15,950,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,37,Bus or coach (17 or more passenger seats)
2,24-Nov-15,950,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,20,Bus or coach (17 or more passenger seats)
1,24-Nov-15,1305,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,32,Car
2,23-Nov-15,1450,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,27,Car
2,24-Nov-15,1747,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,61,Car
2,24-Nov-15,1747,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,31,Car
2,24-Nov-15,2211,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,Car
3,25-Nov-15,745,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,27,Motorcycle over 500cc
2,25-Nov-15,1238,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,34,Pedal cycle
2,25-Nov-15,1602,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,61,Pedal cycle
2,26-Nov-15,220,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,23,Taxi/Private hire car
3,26-Nov-15,838,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,20,Car
3,26-Nov-15,838,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,39,Car
3,26-Nov-15,838,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Bus or coach (17 or more passenger seats)
3,26-Nov-15,838,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,16,Bus or coach (17 or more passenger seats)
3,26-Nov-15,838,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Bus or coach (17 or more passenger seats)
3,26-Nov-15,849,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,26,Car
2,26-Nov-15,900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Car
2,26-Nov-15,923,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29,Bus or coach (17 or more passenger seats)
2,26-Nov-15,923,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,48,Bus or coach (17 or more passenger seats)
1,26-Nov-15,1600,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,19,Bus or coach (17 or more passenger seats)
3,26-Nov-15,1623,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,21,Pedal cycle
2,26-Nov-15,1633,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,23,Motorcycle over 500cc
3,26-Nov-15,1656,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,32,Goods vehicle 3.5 tonnes mgw and under
3,26-Nov-15,1656,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,45,Car
3,26-Nov-15,1656,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,56,Car
2,26-Nov-15,1730,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,49,Goods vehicle 3.5 tonnes mgw and under
2,26-Nov-15,1739,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,20,Car
3,27-Nov-15,600,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,25,Car
3,27-Nov-15,600,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,37,Taxi/Private hire car
2,27-Nov-15,701,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,25,Pedal cycle
1,27-Nov-15,759,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,61,Taxi/Private hire car
1,27-Nov-15,830,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,29,Car
2,27-Nov-15,915,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,34,Car
1,27-Nov-15,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,69,Car
2,27-Nov-15,1455,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,52,Car
2,27-Nov-15,1505,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,63,Car
2,27-Nov-15,2222,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,22,Car
2,27-Nov-15,2222,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,20,Car
1,27-Nov-15,2355,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,22,Taxi/Private hire car
2,28-Nov-15,1120,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,71,Car
1,28-Nov-15,1345,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Serious,Male,26,Motorcycle over 50cc and up to 125cc
5,28-Nov-15,1509,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,20,Car
4,28-Nov-15,1510,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,49,Car
4,28-Nov-15,1510,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,25,Car
4,28-Nov-15,1510,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,3,Car
4,28-Nov-15,1510,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,30,Car
2,28-Nov-15,1340,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,25,Car
2,28-Nov-15,1340,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,51,Car
1,28-Nov-15,1630,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Female,23,Car
2,28-Nov-15,1650,B,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,30,Car
1,28-Nov-15,1915,Unclassified,Dry,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,15,Taxi/Private hire car
2,29-Nov-15,415,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Passenger,Slight,Female,25,Taxi/Private hire car
2,29-Nov-15,1125,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Female,50,Car
2,29-Nov-15,1243,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,35,Goods vehicle 3.5 tonnes mgw and under
2,29-Nov-15,1243,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,32,Car
2,29-Nov-15,1335,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,35,Car
2,29-Nov-15,1335,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,34,Car
2,29-Nov-15,1335,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,34,Car
2,29-Nov-15,1408,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Female,10,Car
2,30-Nov-15,655,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,33,Motorcycle over 500cc
2,30-Nov-15,720,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Serious,Male,43,Motorcycle over 50cc and up to 125cc
1,30-Nov-15,750,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,14,Motorcycle over 500cc
2,30-Nov-15,905,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,15,Pedal cycle
1,30-Nov-15,1115,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,66,Car
1,30-Nov-15,1119,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,19,Car
1,30-Nov-15,1610,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,1,Bus or coach (17 or more passenger seats)
2,30-Nov-15,1719,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,22,Car
2,30-Nov-15,1305,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,31,Car
2,30-Nov-15,1949,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,42,Taxi/Private hire car
2,30-Nov-15,1949,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20,Taxi/Private hire car
2,01-Dec-15,715,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,17,Car
1,01-Dec-15,655,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,25,Car
3,01-Dec-15,1130,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver/Rider,Serious,Male,26,Car
3,01-Dec-15,1130,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Female,81,Car
2,01-Dec-15,1332,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Female,38,Car
2,01-Dec-15,1400,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Goods vehicle 3.5 tonnes mgw and under
2,01-Dec-15,1400,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,43,Car
2,01-Dec-15,1640,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,16,Bus or coach (17 or more passenger seats)
2,01-Dec-15,1640,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,25,Bus or coach (17 or more passenger seats)
2,01-Dec-15,1640,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,22,Bus or coach (17 or more passenger seats)
4,01-Dec-15,2020,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,22,Car
2,01-Dec-15,1512,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,32,Car
2,02-Dec-15,130,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,34,Taxi/Private hire car
2,02-Dec-15,710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Pedal cycle
1,02-Dec-15,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car
1,02-Dec-15,2331,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,18,Car
2,03-Dec-15,750,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,57,Motorcycle over 125cc and up to 500cc
1,03-Dec-15,1115,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,87,Bus or coach (17 or more passenger seats)
2,03-Dec-15,735,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Car
2,03-Dec-15,1811,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,25,Car
2,03-Dec-15,1846,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,23,Car
2,03-Dec-15,1846,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,30,Car
4,03-Dec-15,1854,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,48,Car
4,03-Dec-15,1854,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,29,Car
4,03-Dec-15,1854,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,26,Car
3,03-Dec-15,1900,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,23,Car
2,04-Dec-15,730,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,75,Car
